iter	Logloss
0	0.4520943888
1	0.286185729
2	0.1841952959
3	0.1185815001
4	0.07956193139
5	0.05378441443
6	0.03634167085
7	0.02577974192
8	0.01842004623
9	0.01413109893
10	0.01085230104
11	0.008829383214
12	0.007407731395
13	0.006367567953
14	0.005565934646
15	0.004980367109
16	0.004522919852
17	0.004074203197
18	0.003790848152
19	0.003501815089
20	0.003315021898
21	0.003166542264
22	0.003064364282
23	0.002984980085
24	0.00290963093
25	0.002799156975
26	0.002717436503
27	0.002645049094
28	0.002599754348
29	0.002548554602
30	0.002494637129
31	0.002479944445
32	0.002436812109
33	0.002414336031
34	0.002399337827
35	0.002364740781
36	0.002331703088
37	0.002292594943
38	0.002281366867
39	0.002251470367
40	0.002236424797
41	0.002218044633
42	0.002186844817
43	0.002155943117
44	0.002143759808
45	0.002117011722
46	0.002090240906
47	0.002066940005
48	0.002045897713
49	0.002026343607
50	0.00200357768
51	0.001992186012
52	0.001976964181
53	0.001968826285
54	0.001963078462
55	0.001948924824
56	0.001935732816
57	0.001930143154
58	0.001917012759
59	0.001913859694
60	0.001906181951
61	0.001899180622
62	0.001890006313
63	0.001876542403
64	0.001863770774
65	0.001853016272
66	0.001847758835
67	0.001835964512
68	0.001828281649
69	0.001820191033
70	0.001812627847
71	0.001805617302
72	0.001795546526
73	0.00177937806
74	0.001770998205
75	0.001751716497
76	0.001747631748
77	0.00174142185
78	0.001729333623
79	0.001722578422
80	0.001717696045
81	0.001710357581
82	0.001703507035
83	0.001698398336
84	0.001694375824
85	0.00168538602
86	0.001681204156
87	0.001677875603
88	0.001672954882
89	0.001668300614
90	0.001662261258
91	0.001659647553
92	0.00165655678
93	0.001651304448
94	0.001645612377
95	0.00164170835
96	0.001632875854
97	0.001623587495
98	0.001618909973
99	0.001611252946
100	0.001606022388
101	0.001600254692
102	0.00159310192
103	0.00158818949
104	0.001581847562
105	0.001576157878
106	0.001572429518
107	0.001567464214
108	0.00156106007
109	0.001545443157
110	0.001541989112
111	0.001536073081
112	0.001530700553
113	0.001525257152
114	0.001515601386
115	0.001509521265
116	0.001503110216
117	0.001497621571
118	0.00149462259
119	0.001489260686
120	0.00148490975
121	0.001481895904
122	0.00147616476
123	0.001471343012
124	0.00146759287
125	0.001464699874
126	0.00145853887
127	0.001445856396
128	0.001441117403
129	0.001430606934
130	0.001422312187
131	0.001420707999
132	0.001416390885
133	0.001412479218
134	0.001408477519
135	0.001405510804
136	0.001403585506
137	0.00139688214
138	0.001393853233
139	0.001390893524
140	0.001388048724
141	0.001379684001
142	0.001377025026
143	0.001372863836
144	0.001368534689
145	0.001363153157
146	0.001359818919
147	0.001355624536
148	0.001347190741
149	0.001341439992
150	0.001335256995
151	0.001324320877
152	0.001321750344
153	0.001319514807
154	0.001314289429
155	0.001310378569
156	0.001307256098
157	0.001302867586
158	0.001295165487
159	0.001293122838
160	0.001288445555
161	0.001283132551
162	0.001273360191
163	0.001267927585
164	0.001264010288
165	0.001260600126
166	0.001256713731
167	0.00125553799
168	0.001252210364
169	0.001248741912
170	0.001246139938
171	0.001243032925
172	0.001240415683
173	0.001238102218
174	0.001231679667
175	0.001229098498
176	0.001227573106
177	0.001223610066
178	0.001212206808
179	0.001208961865
180	0.001204670127
181	0.00119834978
182	0.001190891753
183	0.001188675565
184	0.001183573458
185	0.001177321601
186	0.001169899314
187	0.001168747143
188	0.001166684366
189	0.001160265069
190	0.001157739397
191	0.001155252147
192	0.001151241753
193	0.001146782516
194	0.00114444258
195	0.001142681188
196	0.001140623815
197	0.001136576154
198	0.001132308208
199	0.00113094418
200	0.001122762177
201	0.001120592788
202	0.001119070008
203	0.00111546805
204	0.001112920844
205	0.001112189331
206	0.001108232125
207	0.001100171726
208	0.001095776788
209	0.001089275907
210	0.001086479366
211	0.001081131597
212	0.001075239738
213	0.001071227209
214	0.001067347098
215	0.001065527346
216	0.0010623545
217	0.001059417889
218	0.001057816052
219	0.00105561014
220	0.001052489941
221	0.00104974996
222	0.001045903087
223	0.001045210946
224	0.001042902207
225	0.001037503119
226	0.001035436688
227	0.001034075551
228	0.00103009654
229	0.00102677116
230	0.001022658208
231	0.0010220134
232	0.001020203891
233	0.00101868431
234	0.001013790344
235	0.001011102531
236	0.001009702286
237	0.001008718172
238	0.001003198947
239	0.001000247185
240	0.000998623201
241	0.0009974505364
242	0.0009963049537
243	0.0009952183127
244	0.0009909839763
245	0.0009866183631
246	0.0009855716441
247	0.0009847181427
248	0.0009827683985
249	0.0009813931927
250	0.0009804203575
251	0.0009798887438
252	0.0009789588087
253	0.0009752001459
254	0.0009732216836
255	0.0009718304931
256	0.0009679133059
257	0.0009669076389
258	0.0009659695935
259	0.000963901967
260	0.0009587968729
261	0.0009547812922
262	0.0009507546163
263	0.0009495861607
264	0.0009452878773
265	0.0009432334107
266	0.0009419874776
267	0.0009384631698
268	0.0009377021838
269	0.0009355767325
270	0.0009325714634
271	0.0009314527457
272	0.0009293661158
273	0.0009283529495
274	0.0009272324744
275	0.0009219066118
276	0.0009198904
277	0.0009179741626
278	0.0009165454039
279	0.0009142790931
280	0.0009136877125
281	0.0009094232114
282	0.0009085657988
283	0.0009061093417
284	0.0009034174896
285	0.0009022929212
286	0.0008978710782
287	0.0008969998893
288	0.000889923866
289	0.000888376364
290	0.0008840451773
291	0.0008819708545
292	0.0008783625206
293	0.0008769111158
294	0.0008761026968
295	0.0008757189637
296	0.0008720422299
297	0.0008711501114
298	0.0008694853489
299	0.0008651224767
300	0.0008612377108
301	0.0008596187466
302	0.0008578691749
303	0.0008571367374
304	0.0008545766817
305	0.0008471566606
306	0.0008463315553
307	0.0008459408456
308	0.000844402709
309	0.0008398009125
310	0.0008391079421
311	0.0008369365289
312	0.0008363006273
313	0.0008351153763
314	0.0008324650316
315	0.0008296432243
316	0.0008292337712
317	0.0008279088107
318	0.0008276011172
319	0.0008246323445
320	0.0008226437886
321	0.000820898671
322	0.0008192826406
323	0.0008179962533
324	0.0008173498386
325	0.0008143349766
326	0.0008120788892
327	0.0008115756148
328	0.000808438921
329	0.0008075291469
330	0.0008017873799
331	0.0007991196117
332	0.000797055543
333	0.0007954287779
334	0.0007938409158
335	0.0007929959398
336	0.0007898416627
337	0.0007845540865
338	0.0007830530343
339	0.0007820890678
340	0.0007791661442
341	0.0007767338904
342	0.0007753490268
343	0.0007742612459
344	0.0007695086162
345	0.0007670520679
346	0.0007659462905
347	0.0007650507043
348	0.000763521969
349	0.0007630407505
350	0.0007607602591
351	0.000757869247
352	0.0007572918192
353	0.0007569362257
354	0.0007543335732
355	0.0007507187707
356	0.0007501748309
357	0.0007471636745
358	0.0007458225524
359	0.0007445889558
360	0.0007441745346
361	0.0007411276494
362	0.0007406087847
363	0.0007385895789
364	0.0007366749585
365	0.0007351092961
366	0.0007320932213
367	0.0007291939843
368	0.0007275055621
369	0.0007250431966
370	0.0007231971667
371	0.000720701542
372	0.0007202465671
373	0.000719307938
374	0.0007188203987
375	0.0007172591182
376	0.0007118103767
377	0.0007070204389
378	0.0007059284305
379	0.0007055211952
380	0.0007034502152
381	0.0007003343464
382	0.0006997838841
383	0.000695488116
384	0.0006946220298
385	0.000692882183
386	0.0006927266394
387	0.0006897946604
388	0.0006873547661
389	0.0006863815136
390	0.0006852150973
391	0.0006828242921
392	0.0006809893798
393	0.0006788776092
394	0.0006757615405
395	0.0006726589646
396	0.0006722481215
397	0.0006694357652
398	0.0006680424009
399	0.0006655531312
400	0.0006628152184
401	0.0006620459619
402	0.0006606858997
403	0.0006593148256
404	0.0006586207876
405	0.0006536510076
406	0.0006518419036
407	0.0006514919122
408	0.0006497473604
409	0.0006487726365
410	0.0006481439955
411	0.000645220174
412	0.0006443113334
413	0.0006425400247
414	0.0006422818868
415	0.0006395783094
416	0.0006369735549
417	0.0006329708956
418	0.0006305247003
419	0.000627775473
420	0.0006260557098
421	0.0006236559189
